signal_key_id,geo_key_id,time_type,time_value,issue,value,stderr,sample_size,lag,value_updated_timestamp,computation_as_of_dt,missing_value,missing_stderr,missing_sample_size
51,4864,day,20200523,20220820,0.0,,,94,1598371760,,0,5,5
44,4995,day,20210917,20210922,0.0,,,5,1632317011,,0,5,5
42,2360,day,20210202,20210319,1006.1906669131,,,45,1616205348,,0,5,5
172,1713,day,20200707,20210221,0.124237,,,229,1613964945,,0,5,5
67,2806,day,20200720,20220813,649.2857142857142,,,102,1604112721,,0,5,5
157,2372,day,20210314,20220801,4.7425474,1.1079787,368.0,5,1616154687,,0,0,0
72,14,day,20200809,20220814,15.984576032917069,,,82,1604113275,,0,5,5
92,1977,day,20200607,20220802,127.821514684949,,,132,1602950783,,0,5,5
51,4997,day,20200612,20200825,0.0,,,74,1598372678,,0,5,5
74,1251,day,20210429,20220821,0.1737632,,,1,1619794361,,0,5,5
48,1540,day,20201101,20201102,0.0,,,1,1604335027,,0,5,5
99,1147,day,20210212,20220810,24169.4285714,,,2,1613329753,,0,5,5
68,2429,day,20201022,20220809,1823.478230626819,,,8,1604114258,,0,5,5
39,4939,day,20201217,20201218,32.187920231181,,,1,1608350580,,0,5,5
29,2844,day,20210710,20210714,0.2857143,,,4,1626272795,,0,5,5
48,1519,day,20200826,20201014,116.0,,,49,1602729941,,0,5,5
445,4655,day,20210307,20210503,0.0,0.0,13.57,57,1620090731,,0,0,0
92,1709,day,20200930,20201012,3061.340876428588,,,12,1602505202,,0,5,5
73,878,day,20210708,20220821,0.2857143,,,1,1625842302,,0,5,5
475,1771,day,20210830,20220801,71.5362773,3.2097553,197.6397,5,1630770521,,0,0,0
65,1053,day,20200505,20220811,134.1481591891489,,,178,1604108960,,0,5,5
49,2940,day,20200613,20200825,0.0,,,73,1598372722,,0,5,5
68,1549,day,20200725,20220809,2145.295611424652,,,97,1604112904,,0,5,5
2,1434,day,20210506,20210714,6.445731,,,69,1626303123,,0,5,5
48,2565,day,20200622,20210916,18.285627,,,451,1631817046,,0,5,5
177,453,day,20190103,20210106,745.9649122807018,23.89011190193325,57.0,734,1609972780,,0,0,0
177,3160,day,20200608,20210106,639.6607142857143,12.891239209531678,168.0,212,1609974241,,0,0,0
49,808,day,20210221,20210907,115.0,,,198,1631024926,,0,5,5
101,800,day,20200609,20201017,0.0,,,130,1602950803,,0,5,5
28,2830,day,20200910,20210212,2188.4692852,,,155,1613122788,,0,5,5
50,1228,day,20200531,20201014,0.0,,,136,1602727010,,0,5,5
178,2281,day,20191221,20220812,0.1053658422737988,0.0058177788884065,189.0,382,1609973820,,0,0,0
67,727,day,20201016,20220815,1907.4285714285716,,,14,1604114167,,0,5,5
95,296,day,20200831,20220812,16.0,,,6,1599443985,,0,5,5
50,765,day,20210208,20210209,0.0,,,1,1613098987,,0,5,5
656,100,day,20210806,20220802,58.2470575,4.1091752,144.0296,32,1631034510,,0,0,0
73,1938,day,20210519,20220810,0.0,,,1,1621522603,,0,5,5
127,1817,day,20201006,20220806,38.8631381,2.3584818,427.1456,44,1605823955,,0,0,0
383,229,day,20210808,20210813,12.8932836,1.2194518,755.2416,5,1628859299,,0,0,0
70,2626,day,20200831,20201030,13.169446883230902,,,60,1604113598,,0,5,5
73,2481,day,20200704,20220809,0.0050629652672001,,,132,1605256696,,0,5,5
67,2700,day,20201018,20201030,244.0,,,12,1604114194,,0,5,5
422,1571,day,20210801,20210806,35.993738,2.6287192,333.3965,5,1628254968,,0,0,0
73,2030,day,20210612,20220812,0.0,,,2,1623661702,,0,5,5
41,2272,day,20200813,20201112,0.0,,,91,1605177529,,0,5,5
71,2869,day,20200503,20200825,0.0,,,114,1598370924,,0,5,5
68,1006,day,20210425,20210426,6405.2436071,,,1,1619449230,,0,5,5
70,2349,day,20200515,20220818,0.7292260493093188,,,168,1604109616,,0,5,5
69,704,day,20200808,20220821,1.4285714285714286,,,83,1604113239,,0,5,5
269,2833,day,20200914,20220815,2.172429,,,84,1607398245,,0,5,5
73,502,day,20210624,20210625,0.0,,,1,1624632968,,0,5,5
73,397,day,20210223,20220812,0.7142857,,,1,1614178281,,0,5,5
104,1056,day,20210504,20220815,120.6545509,,,1,1620237238,,0,5,5
228,5008,day,20210921,20220803,1.0542707,,,7,1632885970,,0,5,5
71,2501,day,20200618,20210420,277.9170274,,,306,1618931131,,0,5,5
98,4497,day,20200713,20201017,0.0,,,96,1602951210,,0,5,5
74,3084,day,20200823,20201014,0.0,,,52,1602729898,,0,5,5
46,4608,day,20200605,20200825,0.0,,,81,1598372323,,0,5,5
47,495,day,20200612,20220811,1.419224819403642,,,140,1604111183,,0,5,5
70,2206,day,20201025,20201030,0.9856465225158628,,,5,1604114293,,0,5,5
39,1148,day,20200611,20220814,12.382367508668,,,154,1605174337,,0,5,5
68,448,day,20210702,20210703,12469.4821191,,,1,1625323879,,0,5,5
90,4931,day,20200127,20220807,0.1470016087378632,0.0163107244080684,6.0,148,1592606869,,0,0,0
49,220,day,20210927,20210928,368.0,,,1,1632842259,,0,5,5
69,702,day,20210510,20210511,2.2857143,,,1,1620749081,,0,5,5
191,956,day,20200227,20201130,71.03211585614358,,,277,1606760224,,0,5,5
74,5402,day,20210627,20220803,0.0889591,,,1,1624891944,,0,5,5
91,2598,day,20210821,20210824,340882.010923,,,3,1629827749,,0,5,5
73,1699,day,20200903,20220816,0.7142857142857143,,,57,1604113644,,0,5,5
74,4441,day,20210129,20210130,0.0,,,1,1612022873,,0,5,5
97,149,day,20200903,20210916,2.0,,,378,1631825276,,0,5,5
90,201,day,20190405,20220809,0.044450954703393,0.0107360819644775,8.0,445,1592604295,,0,0,0
74,4931,day,20210904,20220818,0.0,,,1,1630863599,,0,5,5
68,2563,day,20210203,20220808,7862.712178459743,,,1,1613228924,,0,5,5
66,4767,day,20200705,20220820,0.0,,,101,1602728752,,0,5,5
69,2425,day,20201203,20210916,299.695608,,,287,1631817274,,0,5,5
99,142,day,20200206,20201017,0.0,,,254,1602947337,,0,5,5
51,732,day,20200522,20200825,6.0,,,95,1598371720,,0,5,5
74,3103,day,20200602,20201030,1.4497375974948532,,,150,1604110751,,0,5,5
51,1505,day,20210829,20210830,0.0,,,1,1630332801,,0,5,5
28,539,day,20200320,20200710,2.8452188037924,,,112,1594307964,,0,5,5
294,718,day,20210102,20210103,36.5042014,3.6329468,175.6183,1,1614975002,,0,0,0
37,1387,day,20200615,20220812,19.853415614711,,,150,1605174508,,0,5,5
